Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,"Returned Refugees","Asylum Seekers",IDPs,"Returned IDPs",Stateless,HST,OOC
2019,Afghanistan,Afghanistan,AFG,AFG,0,0,0,2553390,0,0,0,447093
2019,Egypt,Afghanistan,EGY,AFG,28,0,36,0,0,0,0,0
2019,Argentina,Afghanistan,ARG,AFG,12,0,0,0,0,0,0,0
2019,Armenia,Afghanistan,ARM,AFG,5,0,0,0,0,0,0,0
2019,Australia,Afghanistan,AUS,AFG,11585,0,1710,0,0,0,0,0
2019,Austria,Afghanistan,AUT,AFG,37276,0,10326,0,0,0,0,0
2019,Azerbaijan,Afghanistan,AZE,AFG,627,5,94,0,0,0,0,0
2019,Belgium,Afghanistan,BEL,AFG,5070,0,1035,0,0,0,0,0
2019,Belarus,Afghanistan,BLR,AFG,213,0,13,0,0,0,0,0
2019,Brazil,Afghanistan,BRA,AFG,132,0,185,0,0,0,0,0
2019,"Bosnia and Herzegovina",Afghanistan,BIH,AFG,0,0,134,0,0,0,0,902
2019,Bulgaria,Afghanistan,BGR,AFG,243,0,300,0,0,0,0,0
2019,Canada,Afghanistan,CAN,AFG,2447,0,620,0,0,0,0,0
2019,China,Afghanistan,CHN,AFG,21,0,21,0,0,0,0,0
2019,Chile,Afghanistan,CHL,AFG,13,0,13,0,0,0,0,0
2019,Colombia,Afghanistan,COL,AFG,9,0,0,0,0,0,0,0
2019,Cuba,Afghanistan,CUB,AFG,36,0,0,0,0,0,0,0
2019,Cyprus,Afghanistan,CYP,AFG,14,0,5,0,0,0,0,0
2019,Czechia,Afghanistan,CZE,AFG,45,0,14,0,0,0,0,0
2019,Denmark,Afghanistan,DNK,AFG,2620,0,79,0,0,0,0,0
2019,"Dominican Rep.",Afghanistan,DOM,AFG,0,0,9,0,0,0,0,0
2019,Ecuador,Afghanistan,ECU,AFG,150,0,5,0,0,0,0,0
2019,Estonia,Afghanistan,EST,AFG,9,0,0,0,0,0,0,0
2019,Fiji,Afghanistan,FJI,AFG,5,0,5,0,0,0,0,0
2019,Finland,Afghanistan,FIN,AFG,3238,0,1220,0,0,0,0,0
2019,France,Afghanistan,FRA,AFG,24293,0,11055,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Afghanistan,GBR,AFG,9513,0,2890,0,0,0,0,0
2019,Georgia,Afghanistan,GEO,AFG,11,0,18,0,0,0,0,0
2019,Germany,Afghanistan,DEU,AFG,140366,0,47343,0,0,0,0,0
2019,Greece,Afghanistan,GRC,AFG,17685,0,27608,0,0,0,0,0
2019,"China, Hong Kong SAR",Afghanistan,HKG,AFG,5,0,0,0,0,0,0,0
2019,Croatia,Afghanistan,HRV,AFG,53,0,108,0,0,0,0,13
2019,Hungary,Afghanistan,HUN,AFG,1487,0,92,0,0,0,0,0
2019,Iceland,Afghanistan,ISL,AFG,86,0,19,0,0,0,0,0
2019,India,Afghanistan,IND,AFG,7470,72,8219,0,0,0,0,0
2019,Indonesia,Afghanistan,IDN,AFG,5866,57,1826,0,0,0,0,0
2019,Ireland,Afghanistan,IRL,AFG,366,0,127,0,0,0,0,0
2019,"Iran (Islamic Rep. of)",Afghanistan,IRN,AFG,951142,1952,0,0,0,0,0,0
2019,Iraq,Afghanistan,IRQ,AFG,11,0,56,0,0,0,0,0
2019,Italy,Afghanistan,ITA,AFG,17849,0,840,0,0,0,0,0
2019,Jordan,Afghanistan,JOR,AFG,8,0,11,0,0,0,0,0
2019,Japan,Afghanistan,JPN,AFG,68,0,0,0,0,0,0,0
2019,Kazakhstan,Afghanistan,KAZ,AFG,491,0,181,0,0,0,0,0
2019,Kenya,Afghanistan,KEN,AFG,10,5,9,0,0,0,0,0
2019,Kyrgyzstan,Afghanistan,KGZ,AFG,227,0,104,0,0,0,0,0
2019,"Rep. of Korea",Afghanistan,KOR,AFG,41,0,49,0,0,0,0,0
2019,Kuwait,Afghanistan,KWT,AFG,0,0,17,0,0,0,0,0
2019,Libya,Afghanistan,LBY,AFG,0,0,11,0,0,0,0,0
2019,Lebanon,Afghanistan,LBN,AFG,18,0,6,0,0,0,0,0
2019,Liechtenstein,Afghanistan,LIE,AFG,5,0,0,0,0,0,0,0
2019,"Sri Lanka",Afghanistan,LKA,AFG,160,0,45,0,0,0,0,0
2019,Lithuania,Afghanistan,LTU,AFG,236,0,5,0,0,0,0,0
2019,Luxembourg,Afghanistan,LUX,AFG,97,0,170,0,0,0,0,0
2019,Latvia,Afghanistan,LVA,AFG,66,0,0,0,0,0,0,0
2019,Madagascar,Afghanistan,MDG,AFG,10,0,10,0,0,0,0,0
2019,"North Macedonia",Afghanistan,MKD,AFG,5,0,15,0,0,0,0,0
2019,"Rep. of Moldova",Afghanistan,MDA,AFG,24,0,0,0,0,0,0,0
2019,Malaysia,Afghanistan,MYS,AFG,1352,0,1126,0,0,0,0,0
2019,Montenegro,Afghanistan,MNE,AFG,0,0,50,0,0,0,0,0
2019,Morocco,Afghanistan,MAR,AFG,5,0,6,0,0,0,0,0
2019,Malta,Afghanistan,MLT,AFG,0,0,5,0,0,0,0,0
2019,Nepal,Afghanistan,NPL,AFG,51,0,0,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Afghanistan,NLD,AFG,5815,0,543,0,0,0,0,0
2019,Nigeria,Afghanistan,NGA,AFG,5,0,0,0,0,0,0,0
2019,Norway,Afghanistan,NOR,AFG,5108,0,81,0,0,0,0,0
2019,Nauru,Afghanistan,NRU,AFG,25,0,5,0,0,0,0,0
2019,"New Zealand",Afghanistan,NZL,AFG,46,0,31,0,0,0,0,0
2019,Pakistan,Afghanistan,PAK,AFG,1419084,6232,8406,0,0,0,0,0
2019,Panama,Afghanistan,PAN,AFG,5,0,6,0,0,0,0,0
2019,Philippines,Afghanistan,PHL,AFG,14,0,6,0,0,0,0,0
2019,"Papua New Guinea",Afghanistan,PNG,AFG,43,0,5,0,0,0,0,0
2019,Poland,Afghanistan,POL,AFG,121,0,16,0,0,0,0,0
2019,Portugal,Afghanistan,PRT,AFG,20,0,5,0,0,0,0,0
2019,Romania,Afghanistan,ROU,AFG,148,0,67,0,0,0,0,0
2019,"South Africa",Afghanistan,ZAF,AFG,0,0,24,0,0,0,0,0
2019,"Russian Federation",Afghanistan,RUS,AFG,795,5,268,0,0,0,0,0
2019,Senegal,Afghanistan,SEN,AFG,0,0,5,0,0,0,0,0
2019,Spain,Afghanistan,ESP,AFG,395,0,270,0,0,0,0,0
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Afghanistan,SRB,AFG,19,0,10,0,0,0,0,2662
2019,Sudan,Afghanistan,SDN,AFG,0,0,0,0,0,0,0,5
2019,Slovakia,Afghanistan,SVK,AFG,276,0,0,0,0,0,0,0
2019,Slovenia,Afghanistan,SVN,AFG,51,0,23,0,0,0,0,0
2019,Sweden,Afghanistan,SWE,AFG,30546,0,3015,0,0,0,0,0
2019,Switzerland,Afghanistan,CHE,AFG,13455,0,1152,0,0,0,0,0
2019,"Syrian Arab Rep.",Afghanistan,SYR,AFG,1110,0,32,0,0,0,0,0
2019,Thailand,Afghanistan,THA,AFG,134,0,18,0,0,0,0,0
2019,Tajikistan,Afghanistan,TJK,AFG,3783,76,1413,0,0,0,0,0
2019,Turkmenistan,Afghanistan,TKM,AFG,14,0,0,0,0,0,0,0
2019,Türkiye,Afghanistan,TUR,AFG,1192,0,116403,0,0,0,0,0
2019,"United Arab Emirates",Afghanistan,ARE,AFG,5,0,25,0,0,0,0,0
2019,Ukraine,Afghanistan,UKR,AFG,820,0,641,0,0,0,0,0
2019,Uruguay,Afghanistan,URY,AFG,0,0,5,0,0,0,0,0
2019,"United States of America",Afghanistan,USA,AFG,1629,0,727,0,0,0,0,0
2019,Uzbekistan,Afghanistan,UZB,AFG,13,0,0,0,0,0,0,0
2019,"Venezuela (Bolivarian Republic of)",Afghanistan,VEN,AFG,10,0,0,0,0,0,0,0
2019,Argentina,Albania,ARG,ALB,18,0,0,0,0,0,0,0
2019,Australia,Albania,AUS,ALB,46,0,89,0,0,0,0,0
2019,Austria,Albania,AUT,ALB,72,0,45,0,0,0,0,0
2019,Belgium,Albania,BEL,ALB,712,0,208,0,0,0,0,0
2019,Brazil,Albania,BRA,ALB,0,0,6,0,0,0,0,0
2019,Canada,Albania,CAN,ALB,783,0,289,0,0,0,0,0
2019,Cyprus,Albania,CYP,ALB,0,0,5,0,0,0,0,0
2019,Denmark,Albania,DNK,ALB,0,0,5,0,0,0,0,0
2019,Ecuador,Albania,ECU,ALB,6,0,0,0,0,0,0,0
2019,Estonia,Albania,EST,ALB,0,0,5,0,0,0,0,0
2019,Finland,Albania,FIN,ALB,5,0,20,0,0,0,0,0
2019,France,Albania,FRA,ALB,5829,0,3096,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Albania,GBR,ALB,3182,0,6787,0,0,0,0,0
2019,Germany,Albania,DEU,ALB,1278,0,2375,0,0,0,0,0
2019,Greece,Albania,GRC,ALB,165,0,2092,0,0,0,0,0
2019,Iceland,Albania,ISL,ALB,5,0,16,0,0,0,0,0
2019,Ireland,Albania,IRL,ALB,145,0,783,0,0,0,0,0
2019,Italy,Albania,ITA,ALB,809,0,589,0,0,0,0,0
2019,Luxembourg,Albania,LUX,ALB,70,0,15,0,0,0,0,0
2019,Mexico,Albania,MEX,ALB,8,0,0,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Albania,NLD,ALB,5,0,12,0,0,0,0,0
2019,Norway,Albania,NOR,ALB,20,0,26,0,0,0,0,0
2019,Portugal,Albania,PRT,ALB,0,0,5,0,0,0,0,0
2019,Spain,Albania,ESP,ALB,0,0,185,0,0,0,0,0
2019,Sweden,Albania,SWE,ALB,327,0,376,0,0,0,0,0
2019,Switzerland,Albania,CHE,ALB,106,0,76,0,0,0,0,0
2019,"United States of America",Albania,USA,ALB,1436,0,1902,0,0,0,0,0
2019,Albania,Algeria,ALB,DZA,0,0,0,0,0,0,0,11
2019,Argentina,Algeria,ARG,DZA,30,0,22,0,0,0,0,0
2019,Australia,Algeria,AUS,DZA,7,0,29,0,0,0,0,0
2019,Austria,Algeria,AUT,DZA,37,0,117,0,0,0,0,0
2019,Belgium,Algeria,BEL,DZA,75,0,78,0,0,0,0,0
2019,Brazil,Algeria,BRA,DZA,7,0,27,0,0,0,0,0
2019,"Bosnia and Herzegovina",Algeria,BIH,DZA,0,0,5,0,0,0,0,77
2019,Bulgaria,Algeria,BGR,DZA,0,0,21,0,0,0,0,0
2019,Canada,Algeria,CAN,DZA,449,0,909,0,0,0,0,0
2019,Cyprus,Algeria,CYP,DZA,8,0,8,0,0,0,0,0
2019,Czechia,Algeria,CZE,DZA,0,0,5,0,0,0,0,0
2019,Denmark,Algeria,DNK,DZA,5,0,9,0,0,0,0,0
2019,Finland,Algeria,FIN,DZA,14,0,13,0,0,0,0,0
2019,France,Algeria,FRA,DZA,1997,0,1211,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Algeria,GBR,DZA,344,0,353,0,0,0,0,0
2019,Germany,Algeria,DEU,DZA,613,0,1087,0,0,0,0,0
2019,Greece,Algeria,GRC,DZA,98,0,478,0,0,0,0,0
2019,Croatia,Algeria,HRV,DZA,0,0,23,0,0,0,0,5
2019,Hungary,Algeria,HUN,DZA,15,0,0,0,0,0,0,0
2019,Ireland,Algeria,IRL,DZA,54,0,202,0,0,0,0,0
2019,Italy,Algeria,ITA,DZA,228,0,130,0,0,0,0,0
2019,Jordan,Algeria,JOR,DZA,0,0,7,0,0,0,0,0
2019,"Rep. of Korea",Algeria,KOR,DZA,6,0,239,0,0,0,0,0
2019,Lebanon,Algeria,LBN,DZA,0,0,6,0,0,0,0,9
2019,Luxembourg,Algeria,LUX,DZA,0,0,40,0,0,0,0,0
2019,"North Macedonia",Algeria,MKD,DZA,0,0,7,0,0,0,0,0
2019,Mexico,Algeria,MEX,DZA,5,0,0,0,0,0,0,0
2019,Malaysia,Algeria,MYS,DZA,0,0,7,0,0,0,0,0
2019,Montenegro,Algeria,MNE,DZA,0,0,48,0,0,0,0,0
2019,Morocco,Algeria,MAR,DZA,9,0,5,0,0,0,0,0
2019,Malta,Algeria,MLT,DZA,0,0,15,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Algeria,NLD,DZA,15,0,293,0,0,0,0,0
2019,Norway,Algeria,NOR,DZA,6,0,0,0,0,0,0,0
2019,"New Zealand",Algeria,NZL,DZA,5,0,0,0,0,0,0,0
2019,Pakistan,Algeria,PAK,DZA,22,0,0,0,0,0,0,0
2019,Poland,Algeria,POL,DZA,5,0,10,0,0,0,0,0
2019,Portugal,Algeria,PRT,DZA,0,0,5,0,0,0,0,0
2019,Romania,Algeria,ROU,DZA,0,0,55,0,0,0,0,0
2019,"South Africa",Algeria,ZAF,DZA,5,0,230,0,0,0,0,0
2019,Spain,Algeria,ESP,DZA,61,0,1345,0,0,0,0,0
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Algeria,SRB,DZA,0,0,5,0,0,0,0,0
2019,Slovenia,Algeria,SVN,DZA,0,0,41,0,0,0,0,0
2019,Sweden,Algeria,SWE,DZA,60,0,70,0,0,0,0,0
2019,Switzerland,Algeria,CHE,DZA,162,0,147,0,0,0,0,0
2019,"Syrian Arab Rep.",Algeria,SYR,DZA,5,0,0,0,0,0,0,0
2019,Tunisia,Algeria,TUN,DZA,9,0,13,0,0,0,0,0
2019,"United Arab Emirates",Algeria,ARE,DZA,0,0,0,0,0,0,0,5
2019,Ukraine,Algeria,UKR,DZA,0,0,12,0,0,0,0,0
2019,"United States of America",Algeria,USA,DZA,158,0,376,0,0,0,0,0
2019,Angola,Angola,AGO,AGO,0,0,0,0,0,0,0,5
2019,Argentina,Angola,ARG,AGO,14,0,14,0,0,0,0,0
2019,Austria,Angola,AUT,AGO,65,0,10,0,0,0,0,0
2019,Burundi,Angola,BDI,AGO,0,0,5,0,0,0,0,0
2019,Belgium,Angola,BEL,AGO,92,0,82,0,0,0,0,0
2019,Botswana,Angola,BWA,AGO,0,0,0,0,0,0,0,6
2019,Brazil,Angola,BRA,AGO,1139,0,5016,0,0,0,0,0
2019,Canada,Angola,CAN,AGO,226,0,1223,0,0,0,0,0
2019,"Central African Rep.",Angola,CAF,AGO,13,0,0,0,0,0,0,0
2019,Chile,Angola,CHL,AGO,0,0,5,0,0,0,0,0
2019,Cameroon,Angola,CMR,AGO,5,0,0,0,0,0,0,0
2019,Congo,Angola,COG,AGO,14,0,46,0,0,0,0,0
2019,"Dem. Rep. of the Congo",Angola,COD,AGO,490,0,16,0,0,0,0,0
2019,"Costa Rica",Angola,CRI,AGO,0,0,51,0,0,0,0,0
2019,Ecuador,Angola,ECU,AGO,5,0,30,0,0,0,0,0
2019,Finland,Angola,FIN,AGO,110,0,26,0,0,0,0,0
2019,France,Angola,FRA,AGO,3678,0,1165,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Angola,GBR,AGO,180,0,143,0,0,0,0,0
2019,Germany,Angola,DEU,AGO,862,0,476,0,0,0,0,0
2019,Greece,Angola,GRC,AGO,6,0,46,0,0,0,0,0
2019,Hungary,Angola,HUN,AGO,5,0,0,0,0,0,0,0
2019,Indonesia,Angola,IDN,AGO,6,0,0,0,0,0,0,0
2019,Ireland,Angola,IRL,AGO,50,0,32,0,0,0,0,0
2019,Italy,Angola,ITA,AGO,34,0,9,0,0,0,0,0
2019,"Rep. of Korea",Angola,KOR,AGO,5,0,50,0,0,0,0,0
2019,Luxembourg,Angola,LUX,AGO,13,0,5,0,0,0,0,0
2019,Mexico,Angola,MEX,AGO,5,0,179,0,0,0,0,0
2019,Mozambique,Angola,MOZ,AGO,5,0,0,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Angola,NLD,AGO,41,0,30,0,0,0,0,0
2019,Norway,Angola,NOR,AGO,14,0,7,0,0,0,0,0
2019,Peru,Angola,PER,AGO,0,0,7,0,0,0,0,0
2019,Poland,Angola,POL,AGO,0,0,5,0,0,0,0,0
2019,Portugal,Angola,PRT,AGO,0,0,216,0,0,0,0,0
2019,Romania,Angola,ROU,AGO,5,0,0,0,0,0,0,0
2019,"South Africa",Angola,ZAF,AGO,23,0,12,0,0,0,0,0
2019,Rwanda,Angola,RWA,AGO,8,0,0,0,0,0,0,0
2019,Spain,Angola,ESP,AGO,6,0,70,0,0,0,0,0
2019,Slovakia,Angola,SVK,AGO,24,0,0,0,0,0,0,0
2019,Eswatini,Angola,SWZ,AGO,13,0,0,0,0,0,0,0
2019,Sweden,Angola,SWE,AGO,23,0,30,0,0,0,0,0
2019,Switzerland,Angola,CHE,AGO,713,0,77,0,0,0,0,0
2019,Ukraine,Angola,UKR,AGO,24,0,0,0,0,0,0,0
2019,Uruguay,Angola,URY,AGO,14,0,5,0,0,0,0,0
2019,"United States of America",Angola,USA,AGO,246,0,1684,0,0,0,0,0
2019,Zambia,Angola,ZMB,AGO,0,0,0,0,0,0,0,18232
2019,Canada,"Antigua and Barbuda",CAN,ATG,104,0,44,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland","Antigua and Barbuda",GBR,ATG,5,0,9,0,0,0,0,0
2019,"United States of America","Antigua and Barbuda",USA,ATG,8,0,12,0,0,0,0,0
2019,Albania,Egypt,ALB,EGY,5,0,0,0,0,0,0,0
2019,Argentina,Egypt,ARG,EGY,5,0,19,0,0,0,0,0
2019,Armenia,Egypt,ARM,EGY,5,0,0,0,0,0,0,0
2019,Australia,Egypt,AUS,EGY,1531,0,346,0,0,0,0,0
2019,Austria,Egypt,AUT,EGY,220,0,151,0,0,0,0,0
2019,Azerbaijan,Egypt,AZE,EGY,0,0,5,0,0,0,0,0
2019,Bahrain,Egypt,BHR,EGY,0,0,5,0,0,0,0,0
2019,Belgium,Egypt,BEL,EGY,115,0,27,0,0,0,0,0
2019,Belarus,Egypt,BLR,EGY,5,0,0,0,0,0,0,0
2019,Brazil,Egypt,BRA,EGY,48,0,446,0,0,0,0,0
2019,"Bosnia and Herzegovina",Egypt,BIH,EGY,0,0,5,0,0,0,0,289
2019,Bulgaria,Egypt,BGR,EGY,15,0,6,0,0,0,0,0
2019,Canada,Egypt,CAN,EGY,2520,0,1172,0,0,0,0,0
2019,Congo,Egypt,COG,EGY,0,0,0,0,0,0,0,5
2019,Cyprus,Egypt,CYP,EGY,115,0,1007,0,0,0,0,0
2019,Czechia,Egypt,CZE,EGY,8,0,5,0,0,0,0,0
2019,Denmark,Egypt,DNK,EGY,16,0,10,0,0,0,0,0
2019,Ecuador,Egypt,ECU,EGY,0,0,16,0,0,0,0,0
2019,Estonia,Egypt,EST,EGY,5,0,0,0,0,0,0,0
2019,Ethiopia,Egypt,ETH,EGY,5,0,0,0,0,0,0,0
2019,Finland,Egypt,FIN,EGY,19,0,28,0,0,0,0,0
2019,France,Egypt,FRA,EGY,1091,0,417,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Egypt,GBR,EGY,860,0,510,0,0,0,0,0
2019,Georgia,Egypt,GEO,EGY,60,0,114,0,0,0,0,0
2019,Germany,Egypt,DEU,EGY,2310,0,2187,0,0,0,0,0
2019,Ghana,Egypt,GHA,EGY,0,0,16,0,0,0,0,0
2019,Greece,Egypt,GRC,EGY,343,0,1502,0,0,0,0,0
2019,"China, Hong Kong SAR",Egypt,HKG,EGY,5,0,0,0,0,0,0,0
2019,Croatia,Egypt,HRV,EGY,7,0,0,0,0,0,0,5
2019,Hungary,Egypt,HUN,EGY,11,0,0,0,0,0,0,0
2019,Iceland,Egypt,ISL,EGY,6,0,0,0,0,0,0,0
2019,India,Egypt,IND,EGY,0,0,8,0,0,0,0,0
2019,Indonesia,Egypt,IDN,EGY,18,0,12,0,0,0,0,0
2019,Ireland,Egypt,IRL,EGY,30,0,68,0,0,0,0,0
2019,Iraq,Egypt,IRQ,EGY,0,0,22,0,0,0,0,0
2019,Israel,Egypt,ISR,EGY,0,0,12,0,0,0,0,0
2019,Italy,Egypt,ITA,EGY,2379,0,638,0,0,0,0,0
2019,Jordan,Egypt,JOR,EGY,100,0,587,0,0,0,0,13
2019,Kenya,Egypt,KEN,EGY,0,0,21,0,0,0,0,0
2019,"Rep. of Korea",Egypt,KOR,EGY,34,0,787,0,0,0,0,0
2019,Kuwait,Egypt,KWT,EGY,5,0,19,0,0,0,0,0
2019,Lebanon,Egypt,LBN,EGY,88,0,293,0,0,0,0,27
2019,Luxembourg,Egypt,LUX,EGY,5,0,5,0,0,0,0,0
2019,Latvia,Egypt,LVA,EGY,5,0,5,0,0,0,0,0
2019,Mexico,Egypt,MEX,EGY,5,0,0,0,0,0,0,0
2019,Malaysia,Egypt,MYS,EGY,15,0,79,0,0,0,0,0
2019,Montenegro,Egypt,MNE,EGY,0,0,5,0,0,0,0,0
2019,Morocco,Egypt,MAR,EGY,0,0,5,0,0,0,0,0
2019,Malta,Egypt,MLT,EGY,74,0,60,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Egypt,NLD,EGY,205,0,189,0,0,0,0,0
2019,Norway,Egypt,NOR,EGY,59,0,10,0,0,0,0,0
2019,"New Zealand",Egypt,NZL,EGY,35,0,5,0,0,0,0,0
2019,Poland,Egypt,POL,EGY,71,0,16,0,0,0,0,0
2019,Portugal,Egypt,PRT,EGY,0,0,9,0,0,0,0,0
2019,Qatar,Egypt,QAT,EGY,13,0,8,0,0,0,0,0
2019,Romania,Egypt,ROU,EGY,19,0,25,0,0,0,0,0
2019,"South Africa",Egypt,ZAF,EGY,7,0,265,0,0,0,0,0
2019,"Russian Federation",Egypt,RUS,EGY,0,0,5,0,0,0,0,0
2019,Somalia,Egypt,SOM,EGY,0,0,26,0,0,0,0,0
2019,Spain,Egypt,ESP,EGY,39,0,125,0,0,0,0,0
2019,Slovakia,Egypt,SVK,EGY,5,0,0,0,0,0,0,0
2019,Sweden,Egypt,SWE,EGY,391,0,506,0,0,0,0,0
2019,Switzerland,Egypt,CHE,EGY,115,0,24,0,0,0,0,0
2019,"Syrian Arab Rep.",Egypt,SYR,EGY,33,0,10,0,0,0,0,0
2019,Thailand,Egypt,THA,EGY,16,0,10,0,0,0,0,0
2019,"Trinidad and Tobago",Egypt,TTO,EGY,0,0,5,0,0,0,0,0
2019,Tunisia,Egypt,TUN,EGY,0,0,5,0,0,0,0,0
2019,"United Arab Emirates",Egypt,ARE,EGY,8,0,6,0,0,0,0,10
2019,Uganda,Egypt,UGA,EGY,0,0,8,0,0,0,0,0
2019,Ukraine,Egypt,UKR,EGY,5,0,15,0,0,0,0,0
2019,Uruguay,Egypt,URY,EGY,0,0,5,0,0,0,0,0
2019,"United States of America",Egypt,USA,EGY,14291,0,4721,0,0,0,0,0
2019,Yemen,Egypt,YEM,EGY,16,0,9,0,0,0,0,0
2019,Australia,Argentina,AUS,ARG,0,0,24,0,0,0,0,0
2019,"Bolivia (Plurinational State of)",Argentina,BOL,ARG,13,0,0,0,0,0,0,0
2019,Brazil,Argentina,BRA,ARG,6,0,144,0,0,0,0,0
2019,Canada,Argentina,CAN,ARG,0,0,47,0,0,0,0,0
2019,"Costa Rica",Argentina,CRI,ARG,0,0,17,0,0,0,0,0
2019,Ecuador,Argentina,ECU,ARG,0,0,5,0,0,0,0,0
2019,France,Argentina,FRA,ARG,5,0,0,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Argentina,GBR,ARG,0,0,10,0,0,0,0,0
2019,Germany,Argentina,DEU,ARG,15,0,24,0,0,0,0,0
2019,Israel,Argentina,ISR,ARG,0,0,5,0,0,0,0,0
2019,Italy,Argentina,ITA,ARG,9,0,16,0,0,0,0,0
2019,"Rep. of Korea",Argentina,KOR,ARG,0,0,11,0,0,0,0,0
2019,Mexico,Argentina,MEX,ARG,5,0,29,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Argentina,NLD,ARG,5,0,5,0,0,0,0,0
2019,Paraguay,Argentina,PRY,ARG,0,0,6,0,0,0,0,0
2019,Peru,Argentina,PER,ARG,0,0,12,0,0,0,0,0
2019,Spain,Argentina,ESP,ARG,0,0,300,0,0,0,0,0
2019,Sudan,Argentina,SDN,ARG,0,0,0,0,0,0,0,5
2019,Sweden,Argentina,SWE,ARG,0,0,8,0,0,0,0,0
2019,Uruguay,Argentina,URY,ARG,0,0,5,0,0,0,0,0
2019,"United States of America",Argentina,USA,ARG,41,0,264,0,0,0,0,0
2019,Argentina,Armenia,ARG,ARM,77,0,175,0,0,0,0,0
2019,Austria,Armenia,AUT,ARM,442,0,358,0,0,0,0,0
2019,Belgium,Armenia,BEL,ARM,156,0,80,0,0,0,0,0
2019,Belarus,Armenia,BLR,ARM,5,0,0,0,0,0,0,0
2019,Brazil,Armenia,BRA,ARM,5,0,5,0,0,0,0,0
2019,Bulgaria,Armenia,BGR,ARM,15,0,14,0,0,0,0,0
2019,Canada,Armenia,CAN,ARM,52,0,22,0,0,0,0,0
2019,Cyprus,Armenia,CYP,ARM,26,0,21,0,0,0,0,0
2019,Czechia,Armenia,CZE,ARM,29,0,24,0,0,0,0,0
2019,Denmark,Armenia,DNK,ARM,75,0,13,0,0,0,0,0
2019,France,Armenia,FRA,ARM,4251,0,1494,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Armenia,GBR,ARM,63,0,13,0,0,0,0,0
2019,Germany,Armenia,DEU,ARM,2645,0,4926,0,0,0,0,0
2019,Greece,Armenia,GRC,ARM,11,0,86,0,0,0,0,0
2019,Hungary,Armenia,HUN,ARM,43,0,0,0,0,0,0,0
2019,Ireland,Armenia,IRL,ARM,14,0,5,0,0,0,0,0
2019,Israel,Armenia,ISR,ARM,0,0,58,0,0,0,0,0
2019,Italy,Armenia,ITA,ARM,376,0,78,0,0,0,0,0
2019,Lebanon,Armenia,LBN,ARM,0,0,6,0,0,0,0,5
2019,Lithuania,Armenia,LTU,ARM,5,0,5,0,0,0,0,0
2019,Luxembourg,Armenia,LUX,ARM,6,0,0,0,0,0,0,0
2019,"Rep. of Moldova",Armenia,MDA,ARM,16,0,7,0,0,0,0,0
2019,Malta,Armenia,MLT,ARM,0,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Armenia,NLD,ARM,366,0,48,0,0,0,0,0
2019,Norway,Armenia,NOR,ARM,5,0,0,0,0,0,0,0
2019,Panama,Armenia,PAN,ARM,0,0,5,0,0,0,0,0
2019,Poland,Armenia,POL,ARM,78,0,49,0,0,0,0,0
2019,Portugal,Armenia,PRT,ARM,5,0,0,0,0,0,0,0
2019,"Russian Federation",Armenia,RUS,ARM,0,0,5,0,0,0,0,0
2019,Spain,Armenia,ESP,ARM,36,0,380,0,0,0,0,0
2019,Slovakia,Armenia,SVK,ARM,34,0,0,0,0,0,0,0
2019,Sweden,Armenia,SWE,ARM,378,0,212,0,0,0,0,0
2019,Switzerland,Armenia,CHE,ARM,150,0,73,0,0,0,0,0
2019,Ukraine,Armenia,UKR,ARM,47,0,5,0,0,0,0,0
2019,"United States of America",Armenia,USA,ARM,1551,0,2925,0,0,0,0,0
2019,Australia,Australia,AUS,AUS,0,0,32,0,0,0,0,0
2019,Canada,Australia,CAN,AUS,0,0,5,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Australia,GBR,AUS,5,0,0,0,0,0,0,0
2019,Germany,Australia,DEU,AUS,5,0,0,0,0,0,0,0
2019,Malaysia,Australia,MYS,AUS,5,0,0,0,0,0,0,0
2019,"United States of America",Australia,USA,AUS,5,0,13,0,0,0,0,0
2019,Canada,Austria,CAN,AUT,0,0,10,0,0,0,0,0
2019,Germany,Austria,DEU,AUT,5,0,0,0,0,0,0,0
2019,"United States of America",Austria,USA,AUT,13,0,0,0,0,0,0,0
