STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,FLOW_TYPE,Flow type,OBS_STATUS,Observation status
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2020,,145569.486679,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2020,,197233.722816,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2015,,124829.864316,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2015,,167341.772928,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2019,,132241.670818,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2019,,180052.704984,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2022,,199796.177284,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2022,,253123.137091,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2003,,66901.17727,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2003,,93940.939332,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2004,,74380.944672,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2004,,106445.501473,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2016,,137507.412284,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2016,,186153.736113,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2014,,115790.950873,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2014,,159080.775681,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2017,,138560.194899,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2017,,186056.816566,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2023,,202408.53643,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2023,,263629.877003,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2018,,133909.702863,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2018,,182522.665095,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,107537.63159,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,143908.347133,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,108134.082155,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,146954.655078,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,113841.865652,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,153824.153167,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,105853.995885,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,138497.914557,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,114455.121286,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,145416.280712,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,95733.903408,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,129417.502,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2021,,152868.349162,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2021,,209211.70583,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2000,,61795.949511,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2000,,90127.724246,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2001,,65756.553404,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2001,,95075.319974,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2002,,71926.88163,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2002,,99780.334104,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,116624.884777,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,156608.981778,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,112879.078707,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,152697.958811,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,114184.958664,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,156599.865174,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,146674.061473,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,198338.29761,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2015,,125323.980346,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2015,,167835.888958,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,132350.024689,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,180161.058855,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2022,,200009.370196,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2022,,253336.330003,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2003,,78496.829163,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2003,,105536.591225,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2004,,80693.047093,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2004,,112757.603894,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,140382.975213,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,189029.299042,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,116573.391341,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,159863.216149,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2017,,139200.999934,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2017,,186697.621601,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,202498.201416,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,263719.541989,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,134155.106048,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,182768.06828,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2023,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2022,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2021,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2020,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2019,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2019,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2018,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2018,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2017,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,296,ODA per capita,USD,US dollar,Q,Constant prices,2017,,,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,296,ODA per capita,USD,US dollar,Q,Constant prices,2016,,,,2023,,6,Millions,D,Disbursements,A,Normal value
