STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,FLOW_TYPE,Flow type,OBS_STATUS,Observation status
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,64392.647339,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,92405.502653,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,94756.978773,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,134995.981336,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2023,,94696.786114,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2023,,134935.788677,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2018,,64204.339875,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2018,,92217.195189,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2003,,28408.342066,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2003,,44366.219263,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2017,,67118.502564,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2017,,93133.658344,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2016,,67699.25447,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2016,,93142.83479,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2014,,50317.425968,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2014,,71772.59561,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2004,,30763.649944,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2004,,49367.520028,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2015,,58140.455904,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2015,,80336.89612,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2000,,28711.355638,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2000,,44409.592708,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2022,,99740.164669,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2022,,132627.587319,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2012,,48862.491733,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2012,,69262.526849,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2002,,29381.806355,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2002,,45599.756351,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2001,,31773.396908,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2001,,48255.179357,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2021,,73072.725907,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2021,,104368.023555,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2020,,74033.56948,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2020,,103745.117714,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2019,,62037.657814,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2019,,89254.01549,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2013,,46596.887012,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2013,,68455.509373,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2011,,49962.045277,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2011,,73020.853268,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2005,,34148.511418,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2005,,53153.903791,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2010,,47195.101651,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2010,,70050.747259,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2008,,43964.728155,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2008,,66197.573003,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2007,,39488.330209,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2007,,60227.39241,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2009,,45536.319528,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2009,,69022.734041,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,DPGC,Developing countries,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2006,,37003.900924,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DACEU_EC,DAC EU countries and EU Institutions,ALLR,All recipients,250,"ODA, total net excluding debt relief",USD,US dollar,Q,Constant prices,2006,,55547.544719,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2000,,5880.554655,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2001,,7739.939685,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2002,,7221.080876,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2003,,9435.493858,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2004,,8451.113127,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2005,,7725.512307,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2006,,9739.559589,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2007,,7836.179785,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2008,,7209.951067,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2009,,7654.781681,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2010,,9338.270352,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2011,,8349.516243,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2012,,9291.650156,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2013,,7039.655468,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2014,,6889.166491,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2015,,6581.115815,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2016,,6329.528106,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2017,,5952.269411,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2018,,5063.905559,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2019,,5602.542291,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2020,,5927.506321,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2021,,4882.051031,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2022,,3703.621466,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,211,"Memo: capital subscriptions, encashment basis",USD,US dollar,Q,Constant prices,2023,,3456.077,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2007,,9598.108017,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2007,,9598.108017,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2008,,8878.169473,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,ALLR,All recipients,255,Net debt relief,USD,US dollar,Q,Constant prices,2008,,8878.169473,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.3),DAC2A: Aid (ODA) disbursements to countries and regions,I,DAC_EC,DAC Members,DPGC,Developing countries,255,Net debt relief,USD,US dollar,Q,Constant prices,2009,,2791.955202,,2023,,6,Millions,D,Disbursements,A,Normal value
